symbol,timestamp,trade_number,action,entry_price,exit_price,price_change_pct,prob,pred_direction,actual_direction,correct,position_size_pct,trade_capital,pnl_pct,pnl_amount,fee_paid,capital_after,peak_capital,drawdown_pct,cumulative_pnl,cumulative_trades,cumulative_win_rate_pct,portfolio_return_pct
BTC/USDT,2026-01-19 19:00:00,0,HOLD,0.002212,0.001763,-20.2836,0.493949,0,0,True,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0,0.0,0.0
BTC/USDT,2026-01-19 20:00:00,1,LONG,0.001763,0.001425,-19.2192,0.774067,1,0,False,25.0,250.0,-19.3192,-48.3,0.25,951.7,1000.0,-4.83,-48.3,1,0.0,-4.83
BTC/USDT,2026-01-19 21:00:00,0,HOLD,0.001425,0.001327,-6.8192,0.485173,0,0,True,0.0,0.0,0.0,0.0,0.0,951.7,1000.0,-4.83,-48.3,1,0.0,-4.83
BTC/USDT,2026-01-19 22:00:00,2,LONG,0.001327,0.002011,51.5343,0.745791,1,1,True,25.0,237.93,51.4343,122.38,0.2379,1074.08,1074.08,0.0,74.08,2,50.0,7.41
BTC/USDT,2026-01-19 23:00:00,0,HOLD,0.002011,0.001587,-21.0778,0.45461,0,0,True,0.0,0.0,0.0,0.0,0.0,1074.08,1074.08,0.0,74.08,2,50.0,7.41
BTC/USDT,2026-01-20 00:00:00,3,LONG,0.001587,0.003137,97.6415,0.772774,1,1,True,25.0,268.52,97.5415,261.92,0.2685,1336.0,1336.0,0.0,336.0,3,66.67,33.6
BTC/USDT,2026-01-20 01:00:00,0,HOLD,0.003137,0.003667,16.8917,0.555891,1,1,True,0.0,0.0,0.0,0.0,0.0,1336.0,1336.0,0.0,336.0,3,66.67,33.6
BTC/USDT,2026-01-20 02:00:00,0,HOLD,0.003667,0.003666,-0.0373,0.472732,0,0,True,0.0,0.0,0.0,0.0,0.0,1336.0,1336.0,0.0,336.0,3,66.67,33.6
BTC/USDT,2026-01-20 03:00:00,0,HOLD,0.003666,0.003373,-8.0001,0.528074,1,0,False,0.0,0.0,0.0,0.0,0.0,1336.0,1336.0,0.0,336.0,3,66.67,33.6
BTC/USDT,2026-01-20 04:00:00,0,HOLD,0.003373,0.007324,117.1406,0.678736,1,1,True,0.0,0.0,0.0,0.0,0.0,1336.0,1336.0,0.0,336.0,3,66.67,33.6
BTC/USDT,2026-01-20 05:00:00,0,HOLD,0.007324,0.005185,-29.2064,0.688532,1,0,False,0.0,0.0,0.0,0.0,0.0,1336.0,1336.0,0.0,336.0,3,66.67,33.6
BTC/USDT,2026-01-20 06:00:00,0,HOLD,0.005185,0.008938,72.3825,0.631095,1,1,True,0.0,0.0,0.0,0.0,0.0,1336.0,1336.0,0.0,336.0,3,66.67,33.6
