accuracy,loss,val_accuracy,val_loss,learning_rate
0.47012731432914734,0.7074972987174988,0.49761903285980225,0.6946523785591125,0.0010000000474974513
0.5367286801338196,0.6901487708091736,0.4809523820877075,0.6953592896461487,0.0010000000474974513
0.5465230345726013,0.6878960728645325,0.5,0.695275604724884,0.0010000000474974513
0.5430949926376343,0.6873687505722046,0.5,0.6936649084091187,0.0010000000474974513
0.5587658882141113,0.6797106266021729,0.47857141494750977,0.7027167677879333,0.0010000000474974513
0.5822722911834717,0.6771582365036011,0.5357142686843872,0.6888840198516846,0.0010000000474974513
0.5754162669181824,0.6740700006484985,0.5452380776405334,0.694965660572052,0.0010000000474974513
0.589128315448761,0.6654375791549683,0.5452380776405334,0.6977515816688538,0.0010000000474974513
0.6038197875022888,0.6603125333786011,0.5285714268684387,0.711001455783844,0.0010000000474974513
0.5925562977790833,0.6600345373153687,0.5523809790611267,0.6997809410095215,0.0010000000474974513
0.6111655235290527,0.6506762504577637,0.5452380776405334,0.704475998878479,0.0010000000474974513
0.6380999088287354,0.6383113265037537,0.5476190447807312,0.7064397931098938,0.0005000000237487257
0.6434867978096008,0.624219536781311,0.5476190447807312,0.7053999900817871,0.0005000000237487257
0.64446622133255,0.6287015676498413,0.5571428537368774,0.7113614082336426,0.0005000000237487257
0.6420176029205322,0.6285881996154785,0.5357142686843872,0.7301771640777588,0.0005000000237487257
0.6660137176513672,0.6180010437965393,0.5547618865966797,0.7270740866661072,0.0005000000237487257
