symbol,timestamp,trade_number,action,entry_price,exit_price,price_change_pct,prob,pred_direction,actual_direction,correct,position_size_pct,trade_capital,pnl_pct,pnl_amount,fee_paid,capital_after,peak_capital,drawdown_pct,cumulative_pnl,cumulative_trades,cumulative_win_rate_pct,portfolio_return_pct
BTC/USDT,2026-03-15 05:00:00,0,HOLD,0.003577,0.002416,-32.4646,0.516357,1,0,False,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0,0.0,0.0
BTC/USDT,2026-03-15 06:00:00,0,HOLD,0.002416,0.002541,5.1632,0.50533,1,1,True,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0,0.0,0.0
BTC/USDT,2026-03-15 07:00:00,0,HOLD,0.002541,0.002076,-18.2769,0.503585,1,0,False,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0,0.0,0.0
BTC/USDT,2026-03-15 08:00:00,0,HOLD,0.002076,0.001472,-29.0892,0.49776,0,0,True,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0,0.0,0.0
BTC/USDT,2026-03-15 09:00:00,0,HOLD,0.001472,0.002992,103.2356,0.497183,0,1,False,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0,0.0,0.0
BTC/USDT,2026-03-15 10:00:00,0,HOLD,0.002992,0.002906,-2.8719,0.48857,0,0,True,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0,0.0,0.0
BTC/USDT,2026-03-15 11:00:00,0,HOLD,0.002906,0.002161,-25.658,0.486772,0,0,True,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0,0.0,0.0
BTC/USDT,2026-03-15 12:00:00,0,HOLD,0.002161,0.002028,-6.1449,0.494157,0,0,True,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0,0.0,0.0
BTC/USDT,2026-03-15 13:00:00,0,HOLD,0.002028,0.003358,65.6122,0.524486,1,1,True,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0,0.0,0.0
BTC/USDT,2026-03-15 14:00:00,1,LONG,0.003358,0.002609,-22.3109,0.558677,1,0,False,25.0,250.0,-22.4109,-56.03,0.25,943.97,1000.0,-5.6,-56.03,1,0.0,-5.6
