equity
1000.0
1000.0
1000.0
1000.0
1000.0
999.9840384721756
1000.0855214138294
1000.0452388172719
1000.1402321312987
1000.1285890085527
999.5499027960797
1000.3966598632214
1000.297512582701
1002.0756664707459
1002.4138795629813
1002.229067803241
1002.0573583889687
1001.903200667682
1001.7814333365171
1001.8152938956433
1000.834877858038
1000.9081996201154
1000.5681705318822
1000.9839249918344
1000.8238399224992
1000.129749910877
1000.0347455792197
1000.4400782798615
1000.6595344068851
1000.647593510948
1001.2329335312735
1001.1981059181236
1002.2156119236047
1001.3591224908789
1001.3982508504466
1001.5744465282067
1001.4464529416725
1000.29067261175
1000.2520410431526
1000.1184553390956
1000.1184553390956
1000.1184553390956
1000.1184553390956
1000.099520187618
1000.0675749149533
1000.0881260443531
1000.020714866797
1000.0757530380073
999.7907017641791
999.7443140348316
999.7451572431377
999.6720335335493
999.2139591768629
999.6278035645329
1000.8886602504236
1000.3071132877889
1002.3552563652805
1001.6650959842017
999.97636972957
999.3053961768393
999.7416084121111
998.661464014006
999.6361029706923
999.158124150965
998.7639238751632
997.3370451083546
997.5877116134898
998.5212488417627
997.8500454178844
997.5117027455265
999.7024812630104
998.6334181724612
998.3547235347179
998.7844476128319
998.2696344348805
996.6238256556
995.8347343267576
995.2417781616412
996.3062389488035
995.3155946679879
994.7984138520532
993.0405981568222
991.4694100195409
993.8280390627376
992.8681598299644
991.7076001131804
991.957662993409
994.8538490102584
993.3419167969026
997.0234766730073
996.9784676244687
997.2483818411433
995.2259372091601
997.6076562365009
996.3248024100434
996.8853366176768
996.9386544018585
996.3296635802677
996.6592325125081
997.2133660811841
996.1771764623657
995.4118296638898
994.5042351721496
997.4330117783334
1000.1470353585057
1002.0345991561937
999.9027795439766
1000.2609359082651
1002.005743308385
1001.7129056632231
1001.6393871370809
1001.7449978970583
1000.6957172587651
1000.4291815747878
1000.481401343147
1003.323713158518
1006.7180786011579
1006.5832253832613
1006.4346785144534
1006.563985537216
1006.0438570036778
1004.3772375420805
1003.7376887024444
1004.1196213342945
1002.8157379392063
1002.9264419377048
1003.1122509112464
1002.9531020404519
1003.2773453058654
1003.7363204926529
1004.3144672600005
1004.9628879501759
1006.173017191522
1006.5631669498313
1007.2135019816488
1007.0755878345863
1006.9923002076924
1006.8800571167613
