accuracy,loss,val_accuracy,val_loss,learning_rate
0.5027035474777222,0.6997813582420349,0.5054784417152405,1.3815101385116577,0.0010000000474974513
0.5186157822608948,0.6941303014755249,0.48794740438461304,2.014336109161377,0.0010000000474974513
0.5193881988525391,0.6930348873138428,0.48940831422805786,2.301544666290283,0.0010000000474974513
0.5260311961174011,0.6914559006690979,0.49525201320648193,3.191849946975708,0.0010000000474974513
0.5524486303329468,0.6859894394874573,0.5069393515586853,2.3407607078552246,0.0010000000474974513
0.5397806167602539,0.6883206367492676,0.4930606186389923,3.0275142192840576,0.0010000000474974513
0.5556928515434265,0.6807942390441895,0.4923301637172699,3.4190094470977783,0.0005000000237487257
0.5739224553108215,0.6752804517745972,0.49671292304992676,3.836068868637085,0.0005000000237487257
0.5774756669998169,0.6728635430335999,0.5062088966369629,3.5446372032165527,0.0005000000237487257
0.5983315110206604,0.6677770614624023,0.48940831422805786,3.962881088256836,0.0005000000237487257
0.5926154851913452,0.6649686098098755,0.4937910735607147,4.175578594207764,0.0005000000237487257
