symbol,timestamp,action,prob,price,pred_direction,actual_direction,correct,position_id,event_type,direction,entry_price,close_price,position_open_time,position_close_time,position_duration_hours,allocated_capital,pnl_pct,pnl_amount,fee_paid,open_positions_count,available_capital,total_equity,peak_equity,drawdown_pct,cumulative_pnl,cumulative_closed_trades,portfolio_return_pct,regime,regime_conf
BTC/USDT,2026-02-16 19:00:00,HOLD,0.0,3188578.289009,0.0,0.0,True,0,HOLD,,3188578.289009,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0,MEAN_REVERTING,0.8157
BTC/USDT,2026-02-16 20:00:00,HOLD,0.0,2772822.844646,0.0,1.0,False,0,HOLD,,2772822.844646,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0,MEAN_REVERTING,0.8103
BTC/USDT,2026-02-16 21:00:00,HOLD,0.0,4081389.694303,0.0,0.0,True,0,HOLD,,4081389.694303,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0,MEAN_REVERTING,0.8526
BTC/USDT,2026-02-16 22:00:00,HOLD,0.0,3714313.585745,0.0,0.0,True,0,HOLD,,3714313.585745,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0,MEAN_REVERTING,0.8523
BTC/USDT,2026-02-16 23:00:00,HOLD,0.0,3472861.600786,0.0,1.0,False,0,HOLD,,3472861.600786,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0,MEAN_REVERTING,0.8166
BTC/USDT,2026-02-17 00:00:00,SHORT,0.0,6106499.051292,0.0,0.0,True,1,OPEN,SHORT,6106499.051292,,2026-02-17 00:00:00,,,81.71,0.0,0.0,0.0,1,918.29,999.92,1000.0,-0.01,0.0,0,-0.01,MEAN_REVERTING,0.8716
BTC/USDT,2026-02-17 01:00:00,HOLD,0.0,4755511.391938,0.0,0.0,True,0,HOLD,,4755511.391938,,,,,0.0,0.0,0.0,0.0,1,918.29,1017.98,1017.98,0.0,0.0,0,1.8,MEAN_REVERTING,0.8865
BTC/USDT,2026-02-17 02:00:00,HOLD,0.0,3674206.438483,0.0,0.0,True,0,HOLD,,3674206.438483,,,,,0.0,0.0,0.0,0.0,1,918.29,1032.43,1032.43,0.0,0.0,0,3.24,MEAN_REVERTING,0.8882
BTC/USDT,2026-02-17 03:00:00,HOLD,0.0,3479658.2489,0.0,0.0,True,0,HOLD,,3479658.2489,,,,,0.0,0.0,0.0,0.0,1,918.29,1035.03,1035.03,0.0,0.0,0,3.5,MEAN_REVERTING,0.8637
BTC/USDT,2026-02-17 04:00:00,HOLD,0.0,2522521.047288,0.0,0.0,True,0,HOLD,,2522521.047288,,,,,0.0,0.0,0.0,0.0,1,918.29,1047.83,1047.83,0.0,0.0,0,4.78,MEAN_REVERTING,0.8534
BTC/USDT,2026-02-17 05:00:00,HOLD,0.0,1792188.729931,0.0,1.0,False,0,HOLD,,1792188.729931,,,,,0.0,0.0,0.0,0.0,1,918.29,1057.59,1057.59,0.0,0.0,0,5.76,MEAN_REVERTING,0.8459
BTC/USDT,2026-02-17 06:00:00,HOLD,0.0,3363365.756286,0.0,0.0,True,0,HOLD,,3363365.756286,,,,,0.0,0.0,0.0,0.0,1,918.29,1036.59,1057.59,-1.99,0.0,0,3.66,MEAN_REVERTING,0.9722
BTC/USDT,2026-02-17 07:00:00,HOLD,0.0,3137672.667278,0.0,1.0,False,0,HOLD,,3137672.667278,,,,,0.0,0.0,0.0,0.0,1,918.29,1039.6,1057.59,-1.7,0.0,0,3.96,MEAN_REVERTING,0.9671
BTC/USDT,2026-02-17 08:00:00,HOLD,0.0,3647109.858418,0.0,0.0,True,0,HOLD,,3647109.858418,,,,,0.0,0.0,0.0,0.0,1,918.29,1032.79,1057.59,-2.34,0.0,0,3.28,MEAN_REVERTING,0.9447
BTC/USDT,2026-02-17 09:00:00,HOLD,0.0,2302900.749752,0.0,0.0,True,0,HOLD,,2302900.749752,,,,,0.0,0.0,0.0,0.0,1,918.29,1050.76,1057.59,-0.65,0.0,0,5.08,MEAN_REVERTING,0.9711
BTC/USDT,2026-02-17 10:00:00,HOLD,0.0,1660840.383214,0.0,1.0,False,0,HOLD,,1660840.383214,,,,,0.0,0.0,0.0,0.0,1,918.29,1059.35,1059.35,0.0,0.0,0,5.93,MEAN_REVERTING,0.9536
BTC/USDT,2026-02-17 11:00:00,HOLD,0.0,3516734.271099,0.0,0.0,True,0,HOLD,,3516734.271099,,,,,0.0,0.0,0.0,0.0,1,918.29,1034.54,1059.35,-2.34,0.0,0,3.45,MEAN_REVERTING,0.8966
BTC/USDT,2026-02-17 12:00:00,HOLD,0.0,2421025.111494,0.0,1.0,False,0,HOLD,,2421025.111494,,,,,0.0,0.0,0.0,0.0,1,918.29,1049.18,1059.35,-0.96,0.0,0,4.92,MEAN_REVERTING,0.8714
BTC/USDT,2026-02-17 13:00:00,HOLD,0.0,2855836.008962,0.0,0.0,True,0,HOLD,,2855836.008962,,,,,0.0,0.0,0.0,0.0,1,918.29,1043.37,1059.35,-1.51,0.0,0,4.34,MEAN_REVERTING,0.8737
BTC/USDT,2026-02-17 14:00:00,HOLD,0.0,1121682.667397,0.0,1.0,False,0,HOLD,,1121682.667397,,,,,0.0,0.0,0.0,0.0,1,918.29,1066.55,1066.55,0.0,0.0,0,6.66,MEAN_REVERTING,0.8193
BTC/USDT,2026-02-17 15:00:00,HOLD,0.0,1794451.679264,0.0,0.0,True,0,HOLD,,1794451.679264,,,,,0.0,0.0,0.0,0.0,1,918.29,1057.56,1066.55,-0.84,0.0,0,5.76,MEAN_REVERTING,0.7889
BTC/USDT,2026-02-17 16:00:00,HOLD,0.0,1347708.702855,0.0,1.0,False,0,HOLD,,1347708.702855,,,,,0.0,0.0,0.0,0.0,1,918.29,1063.53,1066.55,-0.28,0.0,0,6.35,MEAN_REVERTING,0.7749
BTC/USDT,2026-02-17 17:00:00,HOLD,0.0,1642058.054361,0.0,1.0,False,0,HOLD,,1642058.054361,,,,,0.0,0.0,0.0,0.0,1,918.29,1059.6,1066.55,-0.65,0.0,0,5.96,MEAN_REVERTING,0.7698
BTC/USDT,2026-02-17 18:00:00,HOLD,0.0,1955427.534272,0.0,1.0,False,0,HOLD,,1955427.534272,,,,,0.0,0.0,0.0,0.0,1,918.29,1055.41,1066.55,-1.04,0.0,0,5.54,MEAN_REVERTING,0.7814
BTC/USDT,2026-02-17 19:00:00,HOLD,0.0,2264061.736526,0.0,1.0,False,0,HOLD,,2264061.736526,,,,,0.0,0.0,0.0,0.0,1,918.29,1051.28,1066.55,-1.43,0.0,0,5.13,MEAN_REVERTING,0.7804
BTC/USDT,2026-02-17 20:00:00,HOLD,0.0,2563132.366788,0.0,1.0,False,0,HOLD,,2563132.366788,,,,,0.0,0.0,0.0,0.0,1,918.29,1047.29,1066.55,-1.81,0.0,0,4.73,MEAN_REVERTING,0.7831
BTC/USDT,2026-02-17 21:00:00,HOLD,0.0,4170456.928327,0.0,0.0,True,0,HOLD,,4170456.928327,,,,,0.0,0.0,0.0,0.0,1,918.29,1025.8,1066.55,-3.82,0.0,0,2.58,MEAN_REVERTING,0.7704
BTC/USDT,2026-02-17 22:00:00,HOLD,0.0,3118460.20768,0.0,0.0,True,0,HOLD,,3118460.20768,,,,,0.0,0.0,0.0,0.0,1,918.29,1039.86,1066.55,-2.5,0.0,0,3.99,MEAN_REVERTING,0.7596
