accuracy,loss,val_accuracy,val_loss,learning_rate
0.5073457360267639,0.701143205165863,0.45476189255714417,0.697006344795227,0.0010000000474974513
0.5465230345726013,0.6869156360626221,0.4714285731315613,0.6959166526794434,0.0010000000474974513
0.5572967529296875,0.6845606565475464,0.5095238089561462,0.6929272413253784,0.0010000000474974513
0.5656219124794006,0.6784547567367554,0.538095235824585,0.6920247673988342,0.0010000000474974513
0.5925562977790833,0.6694597005844116,0.5357142686843872,0.6904512643814087,0.0010000000474974513
0.5930460095405579,0.6687665581703186,0.5190476179122925,0.6950480341911316,0.0010000000474974513
0.5979431867599487,0.6666408777236938,0.5095238089561462,0.691829264163971,0.0010000000474974513
0.6160627007484436,0.6551609635353088,0.5333333611488342,0.7054169178009033,0.0010000000474974513
0.625367283821106,0.6494688391685486,0.5404762029647827,0.697033703327179,0.0010000000474974513
0.6248775720596313,0.6488295793533325,0.5095238089561462,0.7100818157196045,0.0010000000474974513
0.665034294128418,0.617864727973938,0.5166666507720947,0.7240304350852966,0.0005000000237487257
0.6640548706054688,0.6066747307777405,0.5142857432365417,0.7403919696807861,0.0005000000237487257
0.6811949014663696,0.5952606201171875,0.5071428418159485,0.755576491355896,0.0005000000237487257
0.6758080124855042,0.5872501730918884,0.5309523940086365,0.79009610414505,0.0005000000237487257
0.6949069499969482,0.5743573904037476,0.4928571283817291,0.8187549114227295,0.0005000000237487257
