symbol,timestamp,action,prob,price,pred_direction,actual_direction,correct,position_id,event_type,direction,entry_price,close_price,position_open_time,position_close_time,position_duration_hours,allocated_capital,pnl_pct,pnl_amount,fee_paid,open_positions_count,available_capital,total_equity,peak_equity,drawdown_pct,cumulative_pnl,cumulative_closed_trades,portfolio_return_pct,regime,regime_conf
BTC/USDT,2026-01-24 01:00:00,HOLD,0.519135,89550.24,1,1,True,0,HOLD,,89550.24,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0,HIGH_VOL,
BTC/USDT,2026-01-24 02:00:00,HOLD,0.527693,89702.85,1,1,True,0,HOLD,,89702.85,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0,HIGH_VOL,
BTC/USDT,2026-01-24 03:00:00,HOLD,0.521184,89770.02,1,1,True,0,HOLD,,89770.02,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0,HIGH_VOL,
BTC/USDT,2026-01-24 04:00:00,HOLD,0.526562,89829.35,1,0,False,0,HOLD,,89829.35,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0,HIGH_VOL,
BTC/USDT,2026-01-24 05:00:00,HOLD,0.517884,89775.2,1,0,False,0,HOLD,,89775.2,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0,HIGH_VOL,
BTC/USDT,2026-01-24 06:00:00,HOLD,0.515188,89649.32,1,0,False,0,HOLD,,89649.32,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0,HIGH_VOL,
BTC/USDT,2026-01-24 07:00:00,HOLD,0.505849,89620.1,1,1,True,0,HOLD,,89620.1,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0,HIGH_VOL,
BTC/USDT,2026-01-24 08:00:00,HOLD,0.506434,89660.88,1,0,False,0,HOLD,,89660.88,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0,HIGH_VOL,
BTC/USDT,2026-01-24 09:00:00,HOLD,0.506858,89600.0,1,1,True,0,HOLD,,89600.0,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0,HIGH_VOL,
BTC/USDT,2026-01-24 10:00:00,HOLD,0.507023,89626.8,1,0,False,0,HOLD,,89626.8,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0,HIGH_VOL,
