timestamp,entry_price,exit_price,prob,action,pred_direction,actual_direction,correct,pnl_pct,capital,drawdown_pct,regime,regime_conf,tsmom_sign,z_score,position_frac_used
2026-04-11 00:00:00,1.3834023577845147,1.5461591428849206,0.5019049,HOLD,1,1,True,0.0,1002.2762236849519,0.0821,MEAN_REVERTING,0.8991,-1.0,1.1173,0.0
2026-04-11 01:00:00,1.5461591428849206,1.0141819757272352,0.5183602,HOLD,1,0,False,0.0,1002.2762236849519,0.0821,MEAN_REVERTING,0.9011,-1.0,1.3387,0.0
2026-04-11 02:00:00,1.0141819757272352,0.9530005274281433,0.5349117,HOLD,1,0,False,0.0,1002.2762236849519,0.0821,MEAN_REVERTING,0.9052,-1.0,0.3963,0.0
2026-04-11 03:00:00,0.9530005274281433,1.1255028673273555,0.55393535,HOLD,1,1,True,0.0,1002.2762236849519,0.0821,MEAN_REVERTING,0.9072,-1.0,0.2665,0.0
2026-04-11 04:00:00,1.1255028673273555,2.5990319556557564,0.5594195,HOLD,1,1,True,0.0,1002.2762236849519,0.0821,MEAN_REVERTING,0.9125,-1.0,0.5395,0.0
2026-04-11 05:00:00,2.5990319556557564,2.184375820472228,0.5476173,HOLD,1,0,False,0.0,1002.2762236849519,0.0821,MEAN_REVERTING,0.8609,-1.0,2.8249,0.0
2026-04-11 06:00:00,2.184375820472228,2.3396945552588386,0.52039886,HOLD,1,1,True,0.0,1002.2762236849519,0.0821,MEAN_REVERTING,0.8908,-1.0,2.0137,0.0
2026-04-11 07:00:00,2.3396945552588386,1.808978583995993,0.4704135,HOLD,0,0,True,0.0,1002.2762236849519,0.0821,MEAN_REVERTING,0.9029,-1.0,2.116,0.0
2026-04-11 08:00:00,1.808978583995993,0.9890288711069001,0.47896907,HOLD,0,0,True,0.0,1002.2762236849519,0.0821,MEAN_REVERTING,0.9636,-1.0,1.2493,0.0
2026-04-11 09:00:00,0.9890288711069001,0.7795628687061338,0.44584998,HOLD,0,0,True,0.0,1002.2762236849519,0.0821,MEAN_REVERTING,0.9398,-1.0,-0.038,0.0
2026-04-11 10:00:00,0.7795628687061338,0.5121492233275127,0.45561165,HOLD,0,0,True,0.0,1002.2762236849519,0.0821,MEAN_REVERTING,0.9634,-1.0,-0.3891,0.0
2026-04-11 11:00:00,0.5121492233275127,0.4720333386786602,0.45272332,HOLD,0,0,True,0.0,1002.2762236849519,0.0821,MEAN_REVERTING,0.942,-1.0,-0.8269,0.0
2026-04-11 12:00:00,0.4720333386786602,0.5393470788604227,0.4876958,HOLD,0,1,False,0.0,1002.2762236849519,0.0821,MEAN_REVERTING,0.9682,-1.0,-0.8961,0.0
2026-04-11 13:00:00,0.5393470788604227,0.6685823962574965,0.516471,HOLD,1,1,True,0.0,1002.2762236849519,0.0821,MEAN_REVERTING,0.9648,-1.0,-0.8072,0.0
2026-04-11 14:00:00,0.6685823962574965,1.0289447524804842,0.5311333,HOLD,1,1,True,0.0,1002.2762236849519,0.0821,MEAN_REVERTING,0.9572,-1.0,-0.6219,0.0
2026-04-11 15:00:00,1.0289447524804842,1.017882937527733,0.5344713,HOLD,1,0,False,0.0,1002.2762236849519,0.0821,TRENDING,0.9214,-1.0,-0.0566,0.0
2026-04-11 16:00:00,1.017882937527733,1.4057161734260157,0.50949085,HOLD,1,1,True,0.0,1002.2762236849519,0.0821,TRENDING,0.9485,-1.0,-0.0993,0.0
2026-04-11 17:00:00,1.4057161734260157,0.9097273867332123,0.518529,HOLD,1,0,False,0.0,1002.2762236849519,0.0821,TRENDING,0.9611,-1.0,0.5315,0.0
2026-04-11 18:00:00,0.9097273867332123,0.8374096987599406,0.5146808,HOLD,1,0,False,0.0,1002.2762236849519,0.0821,TRENDING,0.94,-1.0,-0.3477,0.0
2026-04-11 19:00:00,0.8374096987599406,0.8320388699836431,0.5191437,HOLD,1,0,False,0.0,1002.2762236849519,0.0821,TRENDING,0.9372,-1.0,-0.5159,0.0
2026-04-11 20:00:00,0.8320388699836431,1.2515273237342814,0.4925267,HOLD,0,1,False,0.0,1002.2762236849519,0.0821,TRENDING,0.9534,-1.0,-0.5688,0.0
2026-04-11 21:00:00,1.2515273237342814,1.8390418366356203,0.4890577,HOLD,0,1,False,0.0,1002.2762236849519,0.0821,TRENDING,0.9258,-1.0,0.1801,0.0
2026-04-11 22:00:00,1.8390418366356203,2.1508035571628112,0.51306826,HOLD,1,1,True,0.0,1002.2762236849519,0.0821,TRENDING,0.9133,-1.0,1.2579,0.0
2026-04-11 23:00:00,2.1508035571628112,1.2673441419064226,0.51299644,HOLD,1,0,False,0.0,1002.2762236849519,0.0821,TRENDING,0.9181,-1.0,1.7651,0.0
2026-04-12 00:00:00,1.2673441419064226,1.913155114869203,0.505299,HOLD,1,1,True,0.0,1002.2762236849519,0.0821,TRENDING,0.8918,-1.0,0.0581,0.0
2026-04-12 01:00:00,1.913155114869203,3.539805539661057,0.50776446,HOLD,1,1,True,0.0,1002.2762236849519,0.0821,TRENDING,0.867,-1.0,1.2519,0.0
2026-04-12 02:00:00,3.539805539661057,7.263370749270623,0.49834165,HOLD,0,1,False,0.0,1002.2762236849519,0.0821,TRENDING,0.8295,-1.0,3.6281,0.0
