Model,Test Acc %,Trade Acc %,Overall Acc %,Return %,Sharpe,Max DD %,Win Rate %,Trades,Longs,Shorts,Holds,Initial Capital,Final Capital,Max Equity,Profit Factor,Avg Trade PnL %,Biggest Win %,Biggest Loss %,Biggest Trade $,Total Fees $,Max Win Streak,Max Loss Streak,Positions Opened,Avg Duration (h),Train Time (s)
GCN-BiLSTM,55.13,100.0,55.31,3104010.08,23.6937,-99.41,100.0,76,76,0,235,1000.0,31041100.85,34099470.57,3.25020764773e+17,427658.901,4496869.3628,267.3249,250.0,31072.17,76,0,76,174.1,18.4
GCN-BiLSTM + Regime,55.13,0.0,55.31,0.0,0.0,0.0,0.0,0,0,0,311,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,18.4
LSTM,54.17,57.58,47.32,-99.4,6.3158,-24407.64,57.58,66,29,37,245,1000.0,6.05,2217.74,0.2267,-1038.4766,1933.9997,-19054.0193,377.82,149.74,37,21,66,63.9,16.0
RNN,52.88,60.4,48.03,4864.09,6.931,-443.34,60.4,149,112,37,162,1000.0,49640.88,418095.51,28.3842,1539.1415,16948.6369,-1348.3921,40895.09,1404.31,52,13,149,32.2,10.0
XGBoost,50.32,53.85,52.93,-99.39,3.106,-1284.74,53.85,117,47,70,194,1000.0,6.09,1258.95,0.2365,-102.9972,292.6361,-1547.275,297.91,11.83,14,12,117,11.2,11.3
ARIMA,47.12,45.98,47.02,-98.12,-4.9869,-98.75,45.98,311,154,157,0,1000.0,18.75,1034.13,0.7976,-3.6206,208.5546,-243.5624,258.6,12.87,7,9,311,1.3,130.3
BuyAndHold,55.13,0.0,55.31,0.0,0.0,0.0,0.0,0,0,0,311,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
