symbol,timestamp,action,prob,price,pred_direction,actual_direction,correct,position_id,event_type,direction,entry_price,close_price,position_open_time,position_close_time,position_duration_hours,allocated_capital,pnl_pct,pnl_amount,fee_paid,open_positions_count,available_capital,total_equity,peak_equity,drawdown_pct,cumulative_pnl,cumulative_closed_trades,portfolio_return_pct
BTC/USDT,2026-01-19 19:00:00,HOLD,0.4939489960670471,0.002212,0.0,0.0,True,0,HOLD,,0.002212,,,,,0.0,0.0,0.0,0.0,0,1000.0,1000.0,1000.0,0.0,0.0,0,0.0
BTC/USDT,2026-01-19 20:00:00,LONG,0.7740669846534729,0.001763,1.0,0.0,False,1,OPEN,LONG,0.001763,,2026-01-19 20:00:00,,,250.0,0.0,0.0,0.0,1,750.0,999.75,1000.0,-0.02,0.0,0,-0.02
BTC/USDT,2026-01-19 21:00:00,HOLD,0.48517298698425293,0.001425,0.0,0.0,True,0,HOLD,,0.001425,,,,,0.0,0.0,0.0,0.0,1,750.0,951.75,1000.0,-4.82,0.0,0,-4.82
BTC/USDT,2026-01-19 22:00:00,LONG,0.7457910180091858,0.001327,1.0,1.0,True,2,OPEN,LONG,0.001327,,2026-01-19 22:00:00,,,187.5,0.0,0.0,0.0,2,562.5,937.8,1000.0,-6.22,0.0,0,-6.22
BTC/USDT,2026-01-19 23:00:00,HOLD,0.4546099901199341,0.002011,0.0,0.0,True,0,HOLD,,0.002011,,,,,0.0,0.0,0.0,0.0,2,562.5,1131.22,1131.22,0.0,0.0,0,13.12
BTC/USDT,2026-01-20 00:00:00,LONG,0.7727739810943604,0.001587,1.0,1.0,True,3,OPEN,LONG,0.001587,,2026-01-20 00:00:00,,,140.62,0.0,0.0,0.0,3,421.88,1011.2,1131.22,-10.61,0.0,0,1.12
BTC/USDT,2026-01-20 01:00:00,HOLD,0.5558909773826599,0.003137,1.0,1.0,True,0,HOLD,,0.003137,,,,,0.0,0.0,0.0,0.0,3,421.88,1586.63,1586.63,0.0,0.0,0,58.66
BTC/USDT,2026-01-20 02:00:00,HOLD,0.4727320075035095,0.003667,0.0,0.0,True,0,HOLD,,0.003667,,,,,0.0,0.0,0.0,0.0,3,421.88,1783.38,1783.38,0.0,0.0,0,78.34
BTC/USDT,2026-01-20 03:00:00,HOLD,0.5280740261077881,0.003666,1.0,0.0,False,0,HOLD,,0.003666,,,,,0.0,0.0,0.0,0.0,3,421.88,1782.87,1783.38,-0.03,0.0,0,78.29
BTC/USDT,2026-01-20 04:00:00,HOLD,0.6787359714508057,0.003373,1.0,1.0,True,0,HOLD,,0.003373,,,,,0.0,0.0,0.0,0.0,3,421.88,1673.99,1783.38,-6.13,0.0,0,67.4
