timestamp,entry_price,exit_price,prob,action,pred_direction,actual_direction,correct,pnl_pct,capital
2026-02-22 06:00:00,0.0035771324423149206,0.0024158324696966133,0.53571844,HOLD,1,0,False,0.0,1000.0
2026-02-22 07:00:00,0.0024158324696966133,0.002540567842738143,0.53565025,HOLD,1,1,True,0.0,1000.0
2026-02-22 08:00:00,0.002540567842738143,0.0020762304939856576,0.5362972,HOLD,1,0,False,0.0,1000.0
2026-02-22 09:00:00,0.0020762304939856576,0.0014722722908669613,0.5327537,HOLD,1,0,False,0.0,1000.0
2026-02-22 10:00:00,0.0014722722908669613,0.002992181141091858,0.5333795,HOLD,1,1,True,0.0,1000.0
2026-02-22 11:00:00,0.002992181141091858,0.0029062494552008432,0.5246218,HOLD,1,0,False,0.0,1000.0
2026-02-22 12:00:00,0.0029062494552008432,0.0021605639675381966,0.5248529,HOLD,1,0,False,0.0,1000.0
2026-02-22 13:00:00,0.0021605639675381966,0.002027800383291588,0.5182933,HOLD,1,0,False,0.0,1000.0
2026-02-22 14:00:00,0.002027800383291588,0.0033582857457721653,0.51433253,HOLD,1,1,True,0.0,1000.0
2026-02-22 15:00:00,0.0033582857457721653,0.0026090215009271236,0.51211363,HOLD,1,0,False,0.0,1000.0
2026-02-22 16:00:00,0.0026090215009271236,0.0025323232447097355,0.5102815,HOLD,1,0,False,0.0,1000.0
2026-02-22 17:00:00,0.0025323232447097355,0.0073770585118205475,0.5088865,HOLD,1,1,True,0.0,1000.0
2026-02-22 18:00:00,0.0073770585118205475,0.008012820903503963,0.49883023,HOLD,0,1,False,0.0,1000.0
2026-02-22 19:00:00,0.008012820903503963,0.00800850264515649,0.5021784,HOLD,1,0,False,0.0,1000.0
2026-02-22 20:00:00,0.00800850264515649,0.005611448455518686,0.51063716,HOLD,1,0,False,0.0,1000.0
2026-02-22 21:00:00,0.005611448455518686,0.006629488188735314,0.5227686,HOLD,1,1,True,0.0,1000.0
2026-02-22 22:00:00,0.006629488188735314,0.00794135960165014,0.531924,HOLD,1,1,True,0.0,1000.0
2026-02-22 23:00:00,0.00794135960165014,0.010813330193358964,0.5402655,HOLD,1,1,True,0.0,1000.0
2026-02-23 00:00:00,0.010813330193358964,0.00747778190652298,0.545498,HOLD,1,0,False,0.0,1000.0
2026-02-23 01:00:00,0.00747778190652298,0.006983505100983871,0.55045646,HOLD,1,0,False,0.0,1000.0
2026-02-23 02:00:00,0.006983505100983871,0.0060462319848850225,0.5545994,HOLD,1,0,False,0.0,1000.0
2026-02-23 03:00:00,0.0060462319848850225,0.004206395445917057,0.55376554,HOLD,1,0,False,0.0,1000.0
2026-02-23 04:00:00,0.004206395445917057,0.00389857839911084,0.5545682,HOLD,1,0,False,0.0,1000.0
2026-02-23 05:00:00,0.00389857839911084,0.0027823776681140354,0.5494844,HOLD,1,0,False,0.0,1000.0
2026-02-23 06:00:00,0.0027823776681140354,0.0017938859066933184,0.5504931,HOLD,1,0,False,0.0,1000.0
2026-02-23 07:00:00,0.0017938859066933184,0.0022736267906175184,0.5532003,HOLD,1,1,True,0.0,1000.0
2026-02-23 08:00:00,0.0022736267906175184,0.001980811020140226,0.5553558,HOLD,1,0,False,0.0,1000.0
2026-02-23 09:00:00,0.001980811020140226,0.0015865344881111916,0.5517211,HOLD,1,0,False,0.0,1000.0
2026-02-23 10:00:00,0.0015865344881111916,0.0023028845382247177,0.52970153,HOLD,1,1,True,0.0,1000.0
2026-02-23 11:00:00,0.0023028845382247177,0.002781576019050815,0.5245572,HOLD,1,1,True,0.0,1000.0
2026-02-23 12:00:00,0.002781576019050815,0.0014858399067513072,0.5136334,HOLD,1,0,False,0.0,1000.0
2026-02-23 13:00:00,0.0014858399067513072,0.0016902750858004915,0.50236297,HOLD,1,1,True,0.0,1000.0
2026-02-23 14:00:00,0.0016902750858004915,0.0019228509510459308,0.49514753,HOLD,0,1,False,0.0,1000.0
2026-02-23 15:00:00,0.0019228509510459308,0.0017618664877905197,0.4810841,HOLD,0,0,True,0.0,1000.0
2026-02-23 16:00:00,0.0017618664877905197,0.0015998358951266683,0.46800253,HOLD,0,0,True,0.0,1000.0
2026-02-23 17:00:00,0.0015998358951266683,0.0009755626865084284,0.4541136,HOLD,0,0,True,0.0,1000.0
2026-02-23 18:00:00,0.0009755626865084284,0.0018293276627795573,0.45286646,HOLD,0,1,False,0.0,1000.0
2026-02-23 19:00:00,0.0018293276627795573,0.001700923704904525,0.46051854,HOLD,0,0,True,0.0,1000.0
2026-02-23 20:00:00,0.001700923704904525,0.0018861982691158257,0.46617776,HOLD,0,1,False,0.0,1000.0
2026-02-23 21:00:00,0.0018861982691158257,0.0017815827483706446,0.46020278,HOLD,0,0,True,0.0,1000.0
2026-02-23 22:00:00,0.0017815827483706446,0.001435097142159243,0.45921773,HOLD,0,0,True,0.0,1000.0
2026-02-23 23:00:00,0.001435097142159243,0.001852119682688659,0.46978077,HOLD,0,1,False,0.0,1000.0
2026-02-24 00:00:00,0.001852119682688659,0.0019363252475751711,0.4924459,HOLD,0,1,False,0.0,1000.0
2026-02-24 01:00:00,0.0019363252475751711,0.0028473275706012205,0.5203552,HOLD,1,1,True,0.0,1000.0
2026-02-24 02:00:00,0.0028473275706012205,0.0020877946282177864,0.5264487,HOLD,1,0,False,0.0,1000.0
2026-02-24 03:00:00,0.0020877946282177864,0.003385408014473701,0.5419965,HOLD,1,1,True,0.0,1000.0
2026-02-24 04:00:00,0.003385408014473701,0.005734787964650105,0.5585498,HOLD,1,1,True,0.0,1000.0
2026-02-24 05:00:00,0.005734787964650105,0.00367320016896178,0.5761676,HOLD,1,0,False,0.0,1000.0
2026-02-24 06:00:00,0.00367320016896178,0.0023870660592000513,0.5812817,HOLD,1,0,False,0.0,1000.0
