symbol,timestamp,action,prob,price,pred_direction,actual_direction,correct,position_id,event_type,direction,entry_price,close_price,position_open_time,position_close_time,position_duration_hours,allocated_capital,pnl_pct,pnl_amount,fee_paid,open_positions_count,available_capital,total_equity,peak_equity,drawdown_pct,cumulative_pnl,cumulative_closed_trades,portfolio_return_pct,regime,regime_conf
BTC/USDT,2026-01-24 00:00:00,LONG,1.0,7598.475465,1.0,1.0,True,1,OPEN,LONG,7598.475465,,2026-01-24 00:00:00,,,250.0,0.0,0.0,0.0,1,750.0,999.75,1000.0,-0.02,0.0,0,-0.02,,
BTC/USDT,2026-01-24 01:00:00,SHORT,0.0,7715.894915,0.0,1.0,False,1,CLOSE,LONG,7598.475465,7715.894915,2026-01-24 00:00:00,2026-01-24 01:00:00,1.0,250.0,1.5453,3.36,0.2536,1,752.52,1003.1,1003.1,0.0,3.36,1,0.31,,
BTC/USDT,2026-01-24 01:00:00,SHORT,0.0,7715.894915,0.0,1.0,False,2,OPEN,SHORT,7715.894915,,2026-01-24 01:00:00,,,250.84,0.0,0.0,0.0,1,752.52,1003.1,1003.1,0.0,3.36,1,0.31,,
BTC/USDT,2026-01-24 02:00:00,LONG,1.0,8001.531271,1.0,1.0,True,2,CLOSE,SHORT,7715.894915,8001.531271,2026-01-24 01:00:00,2026-01-24 02:00:00,1.0,250.84,-3.7019,-9.77,0.2413,1,745.19,993.34,1003.1,-0.97,-6.41,2,-0.67,,
BTC/USDT,2026-01-24 02:00:00,LONG,1.0,8001.531271,1.0,1.0,True,3,OPEN,LONG,8001.531271,,2026-01-24 02:00:00,,,248.4,0.0,0.0,0.0,1,745.19,993.34,1003.1,-0.97,-6.41,2,-0.67,,
BTC/USDT,2026-01-24 03:00:00,LONG,1.0,8124.033003,1.0,0.0,False,4,OPEN,LONG,8124.033003,,2026-01-24 03:00:00,,,186.3,0.0,0.0,0.0,2,558.89,996.95,1003.1,-0.61,-6.41,2,-0.3,,
BTC/USDT,2026-01-24 04:00:00,SHORT,0.0,7879.174895,0.0,1.0,False,3,CLOSE,LONG,8001.531271,7879.174895,2026-01-24 02:00:00,2026-01-24 04:00:00,2.0,248.4,-1.5292,-4.29,0.2444,1,737.49,983.08,1003.1,-2.0,-10.7,3,-1.69,,
BTC/USDT,2026-01-24 04:00:00,SHORT,0.0,7879.174895,0.0,1.0,False,4,CLOSE,LONG,8124.033003,7879.174895,2026-01-24 03:00:00,2026-01-24 04:00:00,1.0,186.3,-3.014,-5.98,0.1805,1,737.49,983.08,1003.1,-2.0,-16.68,4,-1.69,,
BTC/USDT,2026-01-24 04:00:00,SHORT,0.0,7879.174895,0.0,1.0,False,5,OPEN,SHORT,7879.174895,,2026-01-24 04:00:00,,,245.83,0.0,0.0,0.0,1,737.49,983.08,1003.1,-2.0,-16.68,4,-1.69,,
BTC/USDT,2026-01-24 05:00:00,SHORT,0.0,8457.681642,0.0,0.0,True,6,OPEN,SHORT,8457.681642,,2026-01-24 05:00:00,,,184.37,0.0,0.0,0.0,2,553.12,964.86,1003.1,-3.81,-16.68,4,-3.51,,
BTC/USDT,2026-01-24 06:00:00,LONG,1.0,8159.62547,1.0,1.0,True,5,CLOSE,SHORT,7879.174895,8159.62547,2026-01-24 04:00:00,2026-01-24 06:00:00,2.0,245.83,-3.5594,-9.22,0.2368,1,735.16,979.97,1003.1,-2.31,-25.9,5,-2.0,,
BTC/USDT,2026-01-24 06:00:00,LONG,1.0,8159.62547,1.0,1.0,True,6,CLOSE,SHORT,8457.681642,8159.62547,2026-01-24 05:00:00,2026-01-24 06:00:00,1.0,184.37,3.5241,6.12,0.1907,1,735.16,979.97,1003.1,-2.31,-19.78,6,-2.0,,
BTC/USDT,2026-01-24 06:00:00,LONG,1.0,8159.62547,1.0,1.0,True,7,OPEN,LONG,8159.62547,,2026-01-24 06:00:00,,,245.05,0.0,0.0,0.0,1,735.16,979.97,1003.1,-2.31,-19.78,6,-2.0,,
BTC/USDT,2026-01-24 07:00:00,SHORT,0.0,8991.836871,0.0,1.0,False,7,CLOSE,LONG,8159.62547,8991.836871,2026-01-24 06:00:00,2026-01-24 07:00:00,1.0,245.05,10.1991,24.45,0.2698,1,753.5,1004.42,1004.42,0.0,4.67,7,0.44,,
BTC/USDT,2026-01-24 07:00:00,SHORT,0.0,8991.836871,0.0,1.0,False,8,OPEN,SHORT,8991.836871,,2026-01-24 07:00:00,,,251.17,0.0,0.0,0.0,1,753.5,1004.42,1004.42,0.0,4.67,7,0.44,,
